hid;geo1;geo2;ea;urbrur;hhsize;statocc;rooms;bedrooms;floor;walls;roof;water;toilet;electricity;cook_fuel;car;bicycle;motorcycle;refrigerator;tv;radio;bank;exp_01;exp_02;exp_03;exp_04;exp_05;exp_06;exp_07;exp_08;exp_09;exp_10;exp_11;exp_12;NIi;piIi;sI;nII;sII
901a9aaf1b8;4;43;43183;2;4;2;4;2;2;3;9;11;11;1;2;1;0;;1;1;1;1;3948;;708;;;750;;;;941;155;1080;86864;0.416654708394707;1;869;1
aa8e5f983c0;4;43;43183;2;3;1;3;2;2;3;6;11;11;1;2;0;0;;1;1;1;1;4046;;617;4894;738;;;1112;414;;;;86864;0.416654708394707;1;869;1
0d44af53b7f;4;43;43184;2;2;1;4;2;2;;4;11;21;1;3;0;0;;1;0;1;1;2129;;703;2872;;;734;;309;;;563;86864;0.416654708394707;1;869;1
fd6c2875867;4;43;43184;2;3;1;2;2;;3;;11;21;1;2;0;0;0;1;1;1;1;3006;;;;165;;;;121;;;575;86864;0.416654708394707;1;869;1
692de77899a;4;43;43184;2;1;1;5;2;6;3;1;11;11;1;2;1;0;0;1;1;1;1;2035;70;778;9097;;;2705;1501;;;956;;86864;0.416654708394707;1;869;1
8d33c92652e;4;43;43184;2;2;1;4;1;2;3;1;11;11;1;2;;0;0;;1;1;1;3225;;;5283;;;;1806;627;;391;976;86864;0.416654708394707;1;869;1
e64f9167153;4;43;43185;2;4;1;5;2;2;3;;;11;1;2;0;0;1;1;;0;1;;;847;4180;;;792;;364;902;;1044;86864;0.416654708394707;1;869;1
0a354f36b27;4;43;43185;2;5;1;4;2;2;3;;11;11;1;2;1;1;0;1;;1;1;5907;140;;;;867;;;;1704;704;2366;86864;0.416654708394707;1;869;1
85f917b5ec3;4;43;43185;2;6;1;3;;2;3;1;11;21;1;5;0;0;0;1;;1;1;;192;;7601;;;;443;569;;1003;1307;86864;0.416654708394707;1;869;1
947233a6307;4;43;43185;2;4;1;3;2;6;3;1;71;11;1;2;1;0;1;;;1;;;;1265;6046;;;4228;1491;;1318;;1285;86864;0.416654708394707;1;869;1
834e794a949;4;43;43185;2;3;2;3;2;6;3;1;11;11;1;2;1;0;;1;1;1;1;;;;5214;1324;;;;663;846;;1173;86864;0.416654708394707;1;869;1
34af36eb604;4;43;43185;2;7;1;3;2;2;;;11;22;1;2;1;0;0;1;1;0;1;4193;;;4515;;;2816;;;552;;1131;86864;0.416654708394707;1;869;1
3cbdae28121;4;43;43185;2;4;1;3;1;2;5;1;11;12;1;2;0;1;;1;1;1;1;;;804;2116;;;;;;;;;86864;0.416654708394707;1;869;1
9cec7572d67;4;44;44001;1;4;1;6;4;2;;1;11;22;1;2;;0;0;1;1;1;1;2702;;;3689;;;;493;266;;;;76425;0.366582658973401;1;764;1
9a7511b37a6;4;44;44001;1;5;1;5;2;2;5;5;51;12;1;3;1;1;1;;1;1;1;;109;;4136;;1359;5953;933;;833;;2276;76425;0.366582658973401;1;764;1
36bd8075655;4;44;44002;2;5;1;6;3;6;3;1;11;11;1;2;1;1;1;1;1;1;1;;;;10009;;;;2688;;;1203;2037;76425;0.366582658973401;1;764;1
df47ea64d00;4;44;44002;2;6;2;;2;2;3;5;11;11;;2;0;0;;1;1;1;1;;;;4540;;;;562;;;;1145;76425;0.366582658973401;1;764;1
6e39b61e0bf;4;44;44002;2;5;3;2;2;6;3;;11;11;1;2;1;1;0;1;1;1;1;;76;;5812;;;1874;1116;479;;;;76425;0.366582658973401;1;764;1
738c0453094;4;44;44003;2;2;1;3;1;2;3;1;11;11;1;;0;0;;1;1;;1;2922;;;4529;643;;;;440;;;885;76425;0.366582658973401;1;764;1
350ae519179;4;44;44003;2;1;;;4;2;3;;11;;1;2;1;0;0;;1;;1;;;;;743;;3250;;620;;679;732;76425;0.366582658973401;1;764;1
de36f0a0b11;4;44;44003;2;1;1;2;1;6;3;1;11;11;1;2;1;0;0;1;1;;1;;106;;5440;1050;;4472;836;853;;;;76425;0.366582658973401;1;764;1
4cbe77f3614;4;44;44003;2;1;1;;1;6;3;1;11;11;1;2;1;0;0;1;1;1;1;;42;;4426;665;;2174;;319;;;;76425;0.366582658973401;1;764;1
05bf0c94c62;4;44;44003;2;2;1;5;;6;3;1;11;11;1;2;1;0;0;1;1;1;1;;;;5182;;;3168;755;582;406;;;76425;0.366582658973401;1;764;1
f5b7bb9b5ac;4;44;44003;2;3;2;6;4;6;3;1;11;;1;2;;1;0;1;1;1;1;2851;;;5416;;;3567;;693;;;;76425;0.366582658973401;1;764;1
6249a46782e;4;44;44004;2;2;1;2;1;;3;1;11;11;1;2;0;0;0;1;1;1;0;1722;;;2682;;;;108;;18;;;76425;0.366582658973401;1;764;1
8ce7e7d32e4;4;44;44004;2;2;;;1;;3;1;11;11;1;2;0;0;0;1;0;1;0;;7;;2462;73;180;117;96;29;;;185;76425;0.366582658973401;1;764;1
6108764a216;4;44;44004;2;2;1;5;1;2;3;1;11;11;1;2;0;0;0;1;;1;1;;19;;4612;290;;;;;50;;441;76425;0.366582658973401;1;764;1
1d8b1eb91b7;4;44;44004;2;2;1;3;1;2;3;;11;11;1;2;0;0;0;1;1;1;1;;65;;4873;723;;963;;;;;984;76425;0.366582658973401;1;764;1
2f1d0897b1a;4;44;44005;2;5;1;4;3;2;3;1;;21;1;;0;0;0;;1;1;1;;112;;5394;235;;609;;;;;;76425;0.366582658973401;1;764;1
558255be7b2;4;44;44005;2;5;;2;1;2;3;1;;22;1;2;0;0;;0;1;1;1;;42;;;;;;;160;932;;;76425;0.366582658973401;1;764;1
abdf78e26ec;4;44;44005;2;5;1;3;;2;3;5;11;21;1;2;;;0;1;1;1;1;;;;;163;;;;130;;;;76425;0.366582658973401;1;764;1
cc99b37b790;4;44;44005;2;5;1;3;2;2;2;5;;12;1;2;0;1;;1;1;1;1;;;;2378;;;;415;;;222;;76425;0.366582658973401;1;764;1
3a07275c71b;4;44;44006;2;3;2;7;4;6;3;1;11;11;;2;;0;0;1;1;1;1;;58;;;;365;1015;;;1278;;871;76425;0.366582658973401;1;764;1
07022d5c02b;4;44;44006;2;3;1;4;1;;3;8;11;11;;2;0;0;0;1;1;1;1;3706;38;822;3654;;;;;432;865;;;76425;0.366582658973401;1;764;1
8cfe36bc8b4;4;44;44006;2;3;1;4;;;3;1;11;11;1;2;0;1;1;1;1;1;1;3282;65;;4795;473;337;;;457;;535;;76425;0.366582658973401;1;764;1
59c5d6ea1c8;4;44;44006;2;3;1;4;2;2;3;1;11;11;1;2;0;;;1;1;0;0;3515;20;;4594;349;;338;;;352;;563;76425;0.366582658973401;1;764;1
510f45f3a96;4;44;44006;2;4;1;5;2;2;;5;11;96;1;1;0;0;0;1;1;1;1;4046;169;;4777;;;;;479;;;;76425;0.366582658973401;1;764;1
7be6470c49e;4;44;44006;2;4;1;4;3;2;3;1;11;11;1;2;0;1;1;1;1;1;1;5216;;1114;;874;;;;768;;;1244;76425;0.366582658973401;1;764;1
b59fa31ab2b;4;44;44006;2;4;1;3;2;;3;1;;11;1;1;0;;0;;1;1;1;3179;71;1594;;533;;;613;565;;620;;76425;0.366582658973401;1;764;1
c347a2c054f;4;44;44006;2;3;2;4;2;6;3;1;11;11;1;2;0;0;0;1;1;;1;3771;;;6041;;415;;;;;678;;76425;0.366582658973401;1;764;1
7363a052ded;4;44;44006;2;2;1;4;2;6;3;1;11;11;1;2;0;0;0;1;1;0;0;;21;;6570;;;295;;166;;;;76425;0.366582658973401;1;764;1
abbb4718835;4;44;44006;2;1;2;3;2;6;3;1;11;13;1;4;;0;0;1;0;0;0;;63;;3727;369;90;;;;165;917;;76425;0.366582658973401;1;764;1
a05360ac839;4;44;44007;2;4;1;3;2;;3;1;21;;1;2;1;0;1;;1;0;1;;;1227;5970;1078;704;3404;;647;1249;616;;76425;0.366582658973401;1;764;1
1c1d3491455;4;44;44007;2;4;1;5;2;1;8;1;21;21;1;2;0;0;0;1;0;1;1;4324;179;708;3220;558;;818;365;;225;219;836;76425;0.366582658973401;1;764;1
a692f7c979c;4;44;44007;2;1;1;3;2;;3;1;11;11;1;2;1;0;0;1;;1;1;;32;;8109;;;;;;;389;761;76425;0.366582658973401;1;764;1
c312bca4777;4;44;44007;2;4;;;2;6;3;1;21;11;1;2;0;1;1;1;;1;1;;;;;;566;1720;;789;;852;;76425;0.366582658973401;1;764;1
85774df0afd;4;44;44007;2;5;2;4;1;;3;1;11;11;1;2;1;0;;1;1;1;1;5126;;;7112;1587;797;4537;1752;;2505;860;1738;76425;0.366582658973401;1;764;1
9915885a62d;4;44;44007;2;3;1;2;2;6;3;1;21;11;1;2;;1;1;1;;1;1;3305;46;906;3631;622;;920;;373;711;;;76425;0.366582658973401;1;764;1
4086fda4716;4;44;44007;2;4;1;;2;6;;1;11;11;1;2;1;0;0;1;1;1;1;3696;;;5280;841;;;;680;;;;76425;0.366582658973401;1;764;1
abc3d935a28;4;44;44007;2;5;1;6;4;6;4;1;11;11;1;2;1;0;1;1;1;1;1;;;1073;4391;2389;;5259;;2341;;133;1100;76425;0.366582658973401;1;764;1
545a0cc4f6a;4;44;44007;2;3;2;2;1;2;3;1;11;11;1;2;0;0;1;;1;;0;;21;;3974;206;;478;;114;;;;76425;0.366582658973401;1;764;1
61149284186;4;44;44007;2;4;1;2;;1;3;1;11;22;1;2;0;0;0;1;1;0;0;3165;49;;2725;225;;;307;127;;248;794;76425;0.366582658973401;1;764;1
63ecb323f28;4;44;44008;2;5;2;2;;6;3;1;11;11;1;2;1;;0;1;1;1;1;;;1064;;;;;;;;;;76425;0.366582658973401;1;764;1
72d4cf4d459;4;44;44008;2;5;2;2;;;3;8;;;1;2;0;0;;1;0;1;1;;;1102;3503;;275;;;214;;438;;76425;0.366582658973401;1;764;1
01f124e7914;4;44;44008;2;4;1;;;2;3;1;11;11;1;2;0;0;1;1;1;0;0;;31;;;302;;;311;;632;278;904;76425;0.366582658973401;1;764;1
9e1522b9138;4;44;44008;2;5;1;2;1;1;5;7;21;;1;4;0;1;0;0;0;0;0;5090;;;;;281;;;170;140;195;;76425;0.366582658973401;1;764;1
2c93465b22f;4;44;44008;2;3;1;3;1;2;3;5;11;11;1;2;0;;0;1;1;1;1;2606;45;;2423;;;;;160;195;;;76425;0.366582658973401;1;764;1
cf092b90dc9;4;44;44008;2;3;2;1;1;2;3;5;12;31;1;2;;0;0;;1;1;1;4274;;997;5079;767;430;;893;445;;576;;76425;0.366582658973401;1;764;1
77c6551e7b2;4;44;44008;2;7;1;4;3;2;5;5;11;12;1;2;;1;1;1;1;1;1;;45;1077;3040;2676;1368;;;;;136;;76425;0.366582658973401;1;764;1
e5e732481fe;4;44;44009;1;3;1;3;2;6;3;1;11;22;1;2;;0;0;1;1;1;1;3550;45;;3919;773;363;2807;911;;;;;76425;0.366582658973401;1;764;1
3f190cbc7b9;4;44;44010;2;4;1;5;4;6;3;1;11;11;1;2;1;1;1;1;1;1;1;;69;1274;8599;;;4411;2285;901;;;;76425;0.366582658973401;1;764;1
a598eac3d63;4;44;44010;2;5;1;4;2;6;3;;11;11;1;2;0;0;;;1;;;;46;1077;;366;;791;;;;;;76425;0.366582658973401;1;764;1
c08c93ccafc;4;44;44010;2;3;1;4;3;2;3;1;11;21;1;2;1;0;0;1;;1;1;;;;3667;;;;614;;361;383;;76425;0.366582658973401;1;764;1
cacf1d17fb8;4;44;44010;2;3;1;4;2;6;3;1;;11;;2;0;0;0;1;1;1;1;2357;49;696;3797;;;;;323;462;382;743;76425;0.366582658973401;1;764;1
42ff22897f9;4;44;44011;2;5;1;7;5;6;3;1;11;11;1;2;1;0;;1;1;0;1;5214;;;9520;;;;1617;;;328;;76425;0.366582658973401;1;764;1
2062d87b10a;4;44;44011;2;3;1;1;1;2;3;;11;21;1;2;0;0;0;1;1;1;0;1841;;192;;;;179;;33;67;93;;76425;0.366582658973401;1;764;1
43c5e8924b4;4;44;44011;2;3;1;3;2;2;3;1;11;11;1;2;0;0;;1;1;1;1;;;;4400;;425;654;;;;;;76425;0.366582658973401;1;764;1
19cc75e12f8;4;44;44011;2;3;1;5;;6;3;4;61;11;1;;0;0;;1;1;1;1;3778;;;5157;376;;;615;274;;526;;76425;0.366582658973401;1;764;1
84257f8685a;4;44;44011;2;3;1;3;2;6;;;11;12;1;;1;1;1;1;;1;1;;;598;3315;1049;;;;822;275;;;76425;0.366582658973401;1;764;1
a2385fe5d1a;4;44;44011;2;4;1;2;2;6;3;;11;11;;2;0;0;1;1;1;1;1;;;528;3529;;323;783;;216;401;;662;76425;0.366582658973401;1;764;1
d6d312e0566;4;44;44011;2;3;;4;2;6;3;1;11;11;1;2;1;0;0;;1;1;;;;;;;;;;;;;;76425;0.366582658973401;1;764;1
28f7adac97e;4;44;44012;2;1;1;;2;2;3;1;11;21;1;4;;0;0;0;1;0;;1197;;391;;185;91;;;146;89;;;76425;0.366582658973401;1;764;1
2f249572f72;4;44;44012;2;2;2;2;1;;3;1;11;11;1;2;0;0;0;1;1;1;1;;;;3559;442;;;;;265;;916;76425;0.366582658973401;1;764;1
ee297da8450;4;44;44012;2;3;2;3;2;2;3;1;11;22;0;5;0;0;;0;1;;1;;120;693;2749;282;137;;;273;;626;;76425;0.366582658973401;1;764;1
e397a568d3f;4;44;44012;2;2;1;4;;2;3;1;11;11;1;2;0;0;0;1;1;1;1;2759;;660;4204;;;;;;295;;;76425;0.366582658973401;1;764;1
6a5c5b0d3e4;4;44;44012;2;1;1;6;;6;3;1;11;11;1;1;1;0;0;;1;1;1;2198;105;1122;;2285;;;;;;;;76425;0.366582658973401;1;764;1
e64b002f83e;4;44;44013;2;1;1;5;1;;3;1;11;11;1;2;0;0;0;;1;1;0;;;103;;;;;;59;;;201;76425;0.366582658973401;1;764;1
317d18edbf7;4;44;44013;2;1;2;2;1;6;3;1;11;11;1;2;1;0;0;;1;1;1;;59;;5210;;;2717;703;641;;915;859;76425;0.366582658973401;1;764;1
747062d90b2;4;44;44013;2;3;1;4;2;;3;1;11;11;1;6;0;0;;1;1;1;1;;;;5107;;320;;546;;1149;332;;76425;0.366582658973401;1;764;1
d364d7eb7a1;4;44;44013;2;2;1;3;2;2;3;1;;11;1;6;0;;0;1;1;1;1;1590;11;;3827;358;;324;;;;;;76425;0.366582658973401;1;764;1
a709e84da13;4;44;44014;2;2;1;4;3;6;3;1;11;11;1;2;0;0;0;1;1;1;1;;;;5044;322;;;505;128;56;107;462;76425;0.366582658973401;1;764;1
324f4a0013c;4;44;44014;2;2;1;4;1;6;3;;71;11;1;;1;0;0;1;1;;1;2297;;345;5668;;305;;727;250;;;563;76425;0.366582658973401;1;764;1
970ec9cb229;4;44;44014;2;2;1;2;;2;;1;11;11;1;2;0;0;0;1;;1;1;1917;18;;2680;;;;412;;99;135;;76425;0.366582658973401;1;764;1
9748f381ba1;4;44;44014;2;2;1;3;2;6;4;1;11;11;1;1;1;0;0;1;1;1;1;;;744;;3476;;3736;1540;1614;;133;1802;76425;0.366582658973401;1;764;1
ec1a55b1904;4;44;44014;2;3;1;2;2;6;3;1;11;11;1;2;1;0;0;1;1;1;1;;;;5291;833;;1761;;337;;;;76425;0.366582658973401;1;764;1
c47b113abbd;4;44;44014;2;3;1;;3;;;5;11;12;1;2;1;0;1;1;1;1;1;4296;;472;2439;1588;684;;123;;130;;562;76425;0.366582658973401;1;764;1
f615c498196;4;44;44015;2;4;1;2;1;2;3;5;61;21;1;2;;1;0;1;1;1;1;4842;;;;767;;4623;;583;;919;;76425;0.366582658973401;1;764;1
beaba659790;4;44;44015;2;4;1;3;2;2;3;9;11;21;1;2;0;0;0;1;1;1;1;2886;;434;;153;;309;;93;;;;76425;0.366582658973401;1;764;1
bc4470cda3c;4;44;44015;2;3;1;3;;2;3;1;11;11;1;2;0;0;0;0;0;1;0;;36;563;4034;;;;;149;;;747;76425;0.366582658973401;1;764;1
31f1863b90a;4;44;44016;2;3;2;1;1;2;3;5;11;22;1;2;1;0;0;1;;;1;;;518;3042;;;2654;;;;;910;76425;0.366582658973401;1;764;1
03dfc76fa6b;4;44;44016;2;3;2;1;1;2;4;;71;12;1;2;0;0;1;1;1;0;0;3919;;450;;;;353;;;196;278;483;76425;0.366582658973401;1;764;1
7d57ce804a5;4;44;44016;2;3;2;2;1;6;3;1;11;11;1;2;0;0;1;;1;1;1;;;;3472;588;;;971;;953;547;734;76425;0.366582658973401;1;764;1
12cf2499ef0;4;44;44016;2;5;2;2;2;6;3;1;11;11;1;2;1;0;1;1;1;1;1;;33;;;463;;;543;;1116;;834;76425;0.366582658973401;1;764;1
a970511728f;4;44;44017;2;4;1;3;;;3;1;11;11;1;2;;1;1;1;1;1;1;4478;;1484;5903;;562;;;;2464;;1363;76425;0.366582658973401;1;764;1
9f14ccedd76;4;44;44017;2;4;;4;2;;3;1;11;11;1;2;1;0;0;;1;1;1;;;;5159;;;;;664;;;1162;76425;0.366582658973401;1;764;1
3425c22e679;4;44;44017;2;3;1;3;2;;3;1;11;11;1;;0;0;1;1;1;1;1;;;908;5648;;;;;589;;691;;76425;0.366582658973401;1;764;1
ab0c4d73bf3;4;44;44017;2;5;1;1;1;2;3;1;11;11;1;2;0;0;1;1;;1;1;3133;37;;3000;331;267;700;861;;842;;;76425;0.366582658973401;1;764;1
329233b31a7;4;44;44019;2;5;1;3;2;6;3;1;;11;1;2;;0;;1;1;0;1;;;;4325;;471;;586;348;747;;;76425;0.366582658973401;1;764;1
112d22ecc84;4;44;44019;2;4;2;1;1;1;3;1;;11;1;2;;0;0;0;1;1;1;;;;;;;;;147;;122;;76425;0.366582658973401;1;764;1
c71879719e9;4;44;44020;2;3;1;1;1;3;3;1;11;11;1;;0;0;0;1;1;1;1;;;;3562;380;370;;;;;170;;76425;0.366582658973401;1;764;1
7eff2cad334;4;44;44020;2;3;1;3;3;2;;;96;21;1;2;0;0;0;1;;1;;;;;;167;249;;125;109;457;;699;76425;0.366582658973401;1;764;1
ed5730c0893;4;44;44020;2;2;1;2;;2;3;1;;22;1;2;0;0;0;1;1;1;;;;;3166;;;;424;76;84;137;375;76425;0.366582658973401;1;764;1
6295707fda3;4;44;44021;2;6;1;2;2;2;3;1;11;22;1;3;0;0;0;1;;0;1;3735;69;;3434;;;;;318;;529;;76425;0.366582658973401;1;764;1
613b260919f;4;44;44021;2;6;3;5;;2;3;1;11;;1;2;0;1;1;1;1;1;1;;;;7128;772;;;1985;729;2068;;1485;76425;0.366582658973401;1;764;1
b8763671a4e;4;44;44021;2;5;1;;4;2;;;21;11;1;2;1;1;1;1;1;1;1;6622;88;;7361;1231;;4333;;;;;;76425;0.366582658973401;1;764;1
4756f75735b;4;44;44021;2;2;1;4;2;6;3;1;71;11;1;2;1;1;0;1;1;1;1;;55;890;;;386;2993;1131;702;;;931;76425;0.366582658973401;1;764;1
fcb1577f14e;4;44;44021;2;7;1;5;4;6;3;1;11;11;1;2;0;0;1;1;;0;0;;;1174;7423;;;;1150;;1625;;1219;76425;0.366582658973401;1;764;1
c2bcde6944d;4;44;44021;2;5;2;3;2;2;3;1;11;11;1;2;;0;1;1;1;;1;;53;;5067;;;;;674;;;1409;76425;0.366582658973401;1;764;1
e20f8f716ac;4;44;44022;2;5;2;1;1;;3;1;11;31;1;2;0;0;1;1;1;0;0;3406;27;;;240;;;;145;;270;932;76425;0.366582658973401;1;764;1
3981fb4f2c0;4;44;44022;2;5;2;1;1;2;3;7;;31;1;;0;0;1;1;1;1;1;;44;;3086;;;;;;;384;;76425;0.366582658973401;1;764;1
1b4cccc022e;4;44;44022;2;3;;1;;6;4;1;71;;1;2;1;0;0;1;1;1;1;;;834;;1929;456;2054;;882;629;460;865;76425;0.366582658973401;1;764;1
b5bfbfb9d10;4;44;44022;2;3;1;1;1;;3;5;11;21;1;2;1;0;0;1;1;1;1;3061;;618;3390;453;245;;582;259;;;;76425;0.366582658973401;1;764;1
b6e23be99e4;4;44;44023;2;4;3;1;1;6;3;;71;11;1;2;1;0;1;1;1;1;1;;51;1313;4359;947;389;;;610;1835;;;76425;0.366582658973401;1;764;1
d5050cfe65c;4;44;44023;2;3;1;3;1;2;3;1;11;11;1;3;0;0;0;0;1;1;1;2893;;867;3219;371;;780;;390;386;363;;76425;0.366582658973401;1;764;1
9677da14a9c;4;44;44023;2;3;2;2;1;6;3;;11;;1;2;0;0;0;0;1;1;1;;83;;2763;396;222;;;280;;;;76425;0.366582658973401;1;764;1
cd30d1c7036;4;44;44023;2;3;2;2;1;6;3;1;11;11;1;2;0;0;1;1;1;0;;;;;3726;452;;;;;581;;;76425;0.366582658973401;1;764;1
284a3280a6c;4;44;44023;2;3;2;1;1;2;3;1;11;21;1;2;0;0;0;1;1;1;1;;35;406;;122;124;289;;66;;188;;76425;0.366582658973401;1;764;1
73cd2426acd;4;44;44023;2;4;1;2;1;2;3;1;11;11;1;2;1;;;1;1;1;1;;;939;;497;;2015;;;;;;76425;0.366582658973401;1;764;1
cb7e05cc860;4;44;44023;2;3;1;2;1;2;4;;11;12;1;2;0;0;;1;0;0;1;;;920;2475;1214;325;;;437;443;;839;76425;0.366582658973401;1;764;1
7775ee23498;4;44;44024;2;5;;2;;2;3;1;21;11;1;2;;0;1;1;;;1;2644;21;;2462;;;290;;87;;178;602;76425;0.366582658973401;1;764;1
f1bf46d165f;4;44;44024;2;3;3;2;;2;6;5;;11;1;2;0;0;0;1;;1;;4246;;;;1524;;;284;803;;;;76425;0.366582658973401;1;764;1
bed0419be9d;4;44;44024;2;7;3;1;1;2;3;1;11;22;1;2;;0;0;1;1;0;0;3800;;961;;237;257;;285;;1410;;773;76425;0.366582658973401;1;764;1
f13292e1cff;4;44;44024;2;4;1;1;;2;3;5;11;11;1;2;1;0;0;1;1;1;;;54;;2644;467;;2093;;;;;1088;76425;0.366582658973401;1;764;1
19929e3456d;4;44;44025;2;5;;5;3;6;3;1;11;11;1;2;1;;1;1;1;1;1;6581;;;;;;4700;2476;;;;1824;76425;0.366582658973401;1;764;1
aaf2b943145;4;44;44025;2;7;1;3;2;6;3;1;11;11;1;2;0;0;1;1;1;1;1;3808;;;3612;299;;;;;;357;1218;76425;0.366582658973401;1;764;1
76856ea714d;4;44;44026;2;5;1;7;;6;3;1;21;11;1;2;0;0;1;1;1;1;1;;90;1318;;;;;;636;;529;1203;76425;0.366582658973401;1;764;1
8e9b70a4f5c;4;44;44026;2;4;1;5;3;6;3;1;;11;;2;1;1;;1;1;0;1;;;1565;7476;1574;;;1820;1050;2966;819;1515;76425;0.366582658973401;1;764;1
75ec03e30a5;4;44;44026;2;4;1;;;6;3;1;21;11;1;2;1;1;1;1;1;1;;;68;1294;;;;;2084;;1235;649;1645;76425;0.366582658973401;1;764;1
bd8a52c32fc;4;44;44026;2;3;1;4;3;2;3;6;71;11;1;2;1;1;1;1;1;1;;2870;;;;839;;;;;494;330;;76425;0.366582658973401;1;764;1
5adbd8a391e;4;44;44026;2;4;1;6;3;2;3;1;;;1;;1;1;1;1;1;1;1;4777;;;;1346;;;;1118;2384;509;;76425;0.366582658973401;1;764;1
4f77e56b4df;4;44;44026;2;4;1;;;2;3;;21;11;1;2;1;0;1;1;;1;1;4581;59;;6011;;508;;1152;490;1019;;;76425;0.366582658973401;1;764;1
3d9861d5338;4;44;44026;2;8;1;1;1;1;2;7;11;31;;4;1;;0;0;1;1;1;5591;;642;;609;;;;901;315;269;;76425;0.366582658973401;1;764;1
a6f912b0385;4;44;44027;2;2;2;3;;6;8;1;11;11;1;2;0;0;1;1;1;1;1;;46;;;1946;451;;;1490;;;;76425;0.366582658973401;1;764;1
1748bc72d4a;4;44;44027;2;2;3;3;1;6;3;1;11;11;1;2;1;0;0;1;1;0;;;;;;;;3263;;494;359;;908;76425;0.366582658973401;1;764;1
7a5f1305b5d;4;44;44027;2;3;1;4;2;6;3;1;11;11;1;2;0;0;1;1;1;1;1;3293;;983;5267;;;;1339;633;1327;;953;76425;0.366582658973401;1;764;1
386baa1eb62;4;44;44028;2;5;2;1;1;2;3;5;11;22;1;5;0;0;0;0;1;1;1;;194;;1864;;176;;;;;;;76425;0.366582658973401;1;764;1
b7ab2c875fd;4;44;44028;2;4;2;1;0;2;7;5;12;22;1;2;0;0;0;0;1;1;1;4766;37;;1384;;;;;;177;1042;;76425;0.366582658973401;1;764;1
a29231d5e92;4;44;44028;2;4;2;1;1;2;8;;61;14;1;;0;0;0;0;0;0;0;;;;;;377;;;225;163;;;76425;0.366582658973401;1;764;1
4d0fae017fc;4;44;44028;2;6;3;2;2;;3;5;;22;1;5;0;0;0;0;1;0;0;;356;;;431;197;;;;;;292;76425;0.366582658973401;1;764;1
a50730bb3a1;4;44;44029;2;4;2;3;2;1;3;9;11;11;1;2;0;;0;0;1;1;1;3775;;;2487;557;506;;;;424;112;;76425;0.366582658973401;1;764;1
f978917e0b0;4;44;44029;2;4;1;3;;6;;1;11;11;1;3;;0;0;1;1;1;1;;64;;;237;;;199;198;;;;76425;0.366582658973401;1;764;1
3650c89de8b;4;44;44029;2;4;1;3;2;2;3;1;11;11;1;2;0;0;1;1;1;1;1;;;686;2846;296;;539;;205;557;;;76425;0.366582658973401;1;764;1
6b420091967;4;44;44029;2;4;1;3;3;2;3;1;;11;1;2;1;1;;1;1;1;1;4932;62;;5895;1134;;;1774;;1413;;1685;76425;0.366582658973401;1;764;1
f2bea349ffd;4;44;44029;2;5;1;3;2;2;;1;11;11;1;;1;;0;1;;1;1;;;902;3574;428;;1999;;;838;;1078;76425;0.366582658973401;1;764;1
054af613ed4;4;44;44029;2;5;1;6;3;6;3;1;;;1;2;0;;1;1;1;1;1;;;;;702;;;;;;;;76425;0.366582658973401;1;764;1
9a7a97f0601;4;44;44029;2;4;1;3;2;6;3;1;21;11;1;2;0;0;1;;1;1;1;;67;;4714;;;;1176;487;;681;;76425;0.366582658973401;1;764;1
1972a82027a;4;44;44030;2;1;1;4;2;6;3;1;11;11;1;;1;0;0;1;1;1;1;1895;33;;8381;1384;;1269;;444;84;347;;76425;0.366582658973401;1;764;1
888e82c2257;4;44;44030;2;2;1;5;3;6;;1;11;11;1;2;1;1;1;1;1;1;1;;;;;;;4121;;1054;;;1346;76425;0.366582658973401;1;764;1
a99db42a554;4;44;44031;2;2;2;2;1;2;3;1;;11;1;2;0;0;0;;1;1;1;;37;;;;;;499;244;;;;76425;0.366582658973401;1;764;1
7efb824cf7d;4;44;44031;2;2;2;1;1;2;3;1;21;21;1;4;0;0;0;0;;0;0;2160;;373;2249;134;;266;45;62;;379;562;76425;0.366582658973401;1;764;1
526ffad0cee;4;44;44031;2;3;1;1;1;6;8;5;11;;1;1;1;0;0;1;1;;1;;76;1461;2423;1705;;;523;703;;;;76425;0.366582658973401;1;764;1
85c2a3a467b;4;44;44032;2;6;;1;1;1;2;5;;31;0;4;0;0;0;0;0;0;0;;120;171;;192;;180;;;33;80;;76425;0.366582658973401;1;764;1
51b1def9fc9;4;44;44032;2;5;1;3;2;1;5;5;21;31;1;4;0;0;0;0;0;1;0;;;;823;533;408;268;17;194;181;56;183;76425;0.366582658973401;1;764;1
02101486442;4;44;44032;2;5;1;2;1;1;5;5;12;31;1;6;0;0;0;;0;;0;;;379;571;408;490;;8;116;;14;142;76425;0.366582658973401;1;764;1
bb7d58e3ded;4;44;44032;2;5;1;1;1;2;3;;21;31;0;6;0;1;;0;0;1;0;;;;1467;;146;367;;;;;;76425;0.366582658973401;1;764;1
d79e9bc35a4;4;44;44032;2;5;1;;3;1;3;5;13;23;0;4;0;0;0;0;0;0;0;3660;;;1248;;;;15;53;;49;;76425;0.366582658973401;1;764;1
ddc46988413;4;44;44032;2;3;1;1;1;2;3;5;11;31;1;;0;0;0;0;0;1;1;;36;540;1943;;;;;156;283;166;;76425;0.366582658973401;1;764;1
